q	r	ANI	n1	n2
barcode26.fasta	barcode57.fasta	97.2124	1515	1683
barcode26.fasta	barcode51.fasta	97.2105	1532	1683
barcode26.fasta	barcode48.fasta	97.2104	1536	1683
barcode26.fasta	barcode44.fasta	97.2008	1521	1683
barcode26.fasta	barcode49.fasta	97.1961	1525	1683
barcode26.fasta	barcode62.fasta	97.1921	1529	1683
barcode26.fasta	barcode03.fasta	97.1904	1531	1683
barcode26.fasta	barcode15.fasta	97.1821	1548	1683
barcode26.fasta	barcode14.fasta	97.1811	1528	1683
barcode26.fasta	barcode96.fasta	97.1804	1527	1683
barcode26.fasta	barcode90.fasta	96.5927	1495	1683
barcode27.fasta	barcode27.fasta	100	1689	1690
barcode27.fasta	barcode07.fasta	99.9691	1682	1690
barcode27.fasta	barcode17.fasta	99.5114	1625	1690
barcode27.fasta	barcode72.fasta	99.4989	1637	1690
barcode27.fasta	barcode71.fasta	99.475	1640	1690
barcode27.fasta	barcode20.fasta	99.4734	1646	1690
barcode27.fasta	barcode87.fasta	99.4486	1641	1690
barcode27.fasta	barcode11.fasta	99.4271	1633	1690
barcode27.fasta	barcode26.fasta	99.4232	1633	1690
barcode27.fasta	barcode85.fasta	99.4151	1634	1690
barcode27.fasta	barcode50.fasta	99.4115	1636	1690
barcode27.fasta	barcode34.fasta	99.3997	1641	1690
barcode27.fasta	barcode80.fasta	99.3629	1634	1690
barcode27.fasta	barcode78.fasta	99.1824	1614	1690
barcode27.fasta	barcode22.fasta	99.1824	1608	1690
barcode27.fasta	barcode21.fasta	99.1482	1626	1690
barcode27.fasta	barcode33.fasta	98.9267	1616	1690
barcode27.fasta	barcode30.fasta	98.8529	1619	1690
barcode27.fasta	barcode67.fasta	98.8202	1577	1690
barcode27.fasta	barcode68.fasta	98.8197	1578	1690
barcode27.fasta	barcode86.fasta	98.808	1609	1690
barcode27.fasta	barcode10.fasta	98.786	1617	1690
barcode27.fasta	barcode75.fasta	98.7795	1585	1690
barcode27.fasta	barcode13.fasta	98.7741	1586	1690
barcode27.fasta	barcode39.fasta	98.7731	1592	1690
barcode27.fasta	barcode18.fasta	98.6551	1596	1690
barcode27.fasta	barcode82.fasta	98.6479	1576	1690
barcode27.fasta	barcode84.fasta	98.6467	1605	1690
barcode27.fasta	barcode16.fasta	98.6326	1578	1690
barcode27.fasta	barcode88.fasta	98.6069	1613	1690
barcode27.fasta	barcode12.fasta	98.6064	1609	1690
barcode27.fasta	barcode28.fasta	98.6064	1611	1690
barcode27.fasta	barcode29.fasta	98.6022	1584	1690
barcode27.fasta	barcode24.fasta	98.5842	1585	1690
barcode27.fasta	barcode23.fasta	98.5831	1596	1690
barcode27.fasta	barcode06.fasta	98.5773	1586	1690
barcode27.fasta	barcode35.fasta	98.564	1592	1690
barcode27.fasta	barcode77.fasta	98.5576	1592	1690
barcode27.fasta	barcode76.fasta	98.5502	1594	1690
barcode27.fasta	barcode94.fasta	98.5487	1600	1690
barcode27.fasta	barcode25.fasta	98.5408	1593	1690
barcode27.fasta	barcode19.fasta	98.5361	1593	1690
barcode27.fasta	barcode74.fasta	98.4924	1582	1690
barcode27.fasta	barcode08.fasta	98.4224	1560	1690
barcode27.fasta	barcode73.fasta	98.4106	1572	1690
barcode27.fasta	barcode05.fasta	98.2668	1568	1690
barcode27.fasta	barcode38.fasta	98.2554	1564	1690
barcode27.fasta	barcode79.fasta	98.2479	1560	1690
barcode27.fasta	barcode09.fasta	97.7826	1548	1690
barcode27.fasta	barcode40.fasta	97.7406	1554	1690
barcode27.fasta	barcode60.fasta	97.3798	1538	1690
barcode27.fasta	barcode04.fasta	97.3698	1541	1690
barcode27.fasta	barcode59.fasta	97.3606	1546	1690
barcode27.fasta	barcode41.fasta	97.3475	1538	1690
barcode27.fasta	barcode55.fasta	97.3463	1539	1690
barcode27.fasta	barcode83.fasta	97.3447	1540	1690
barcode27.fasta	barcode01.fasta	97.338	1528	1690
barcode27.fasta	barcode42.fasta	97.3336	1541	1690
barcode27.fasta	barcode36.fasta	97.3229	1523	1690
barcode27.fasta	barcode56.fasta	97.319	1529	1690
barcode27.fasta	barcode95.fasta	97.2997	1521	1690
barcode27.fasta	barcode02.fasta	97.294	1534	1690
barcode27.fasta	barcode69.fasta	97.2745	1524	1690
barcode27.fasta	barcode92.fasta	97.2721	1545	1690
barcode27.fasta	barcode93.fasta	97.2639	1532	1690
barcode27.fasta	barcode64.fasta	97.2609	1541	1690
barcode27.fasta	barcode70.fasta	97.2559	1536	1690
barcode27.fasta	barcode63.fasta	97.2524	1536	1690
barcode27.fasta	barcode54.fasta	97.2511	1519	1690
barcode27.fasta	barcode53.fasta	97.2452	1539	1690
barcode27.fasta	barcode45.fasta	97.2438	1531	1690
barcode27.fasta	barcode46.fasta	97.2414	1510	1690
barcode27.fasta	barcode47.fasta	97.2408	1529	1690
barcode27.fasta	barcode37.fasta	97.2393	1539	1690
barcode27.fasta	barcode48.fasta	97.2312	1526	1690
barcode27.fasta	barcode44.fasta	97.23	1530	1690
barcode27.fasta	barcode61.fasta	97.2292	1531	1690
barcode27.fasta	barcode31.fasta	97.2281	1536	1690
barcode27.fasta	barcode65.fasta	97.2215	1535	1690
barcode27.fasta	barcode96.fasta	97.2212	1526	1690
barcode27.fasta	barcode58.fasta	97.2198	1545	1690
barcode27.fasta	barcode91.fasta	97.2164	1529	1690
barcode27.fasta	barcode49.fasta	97.213	1531	1690
barcode27.fasta	barcode66.fasta	97.2081	1511	1690
barcode27.fasta	barcode52.fasta	97.2066	1540	1690
barcode27.fasta	barcode62.fasta	97.2055	1531	1690
barcode27.fasta	barcode32.fasta	97.2054	1523	1690
barcode27.fasta	barcode57.fasta	97.2048	1535	1690
barcode27.fasta	barcode14.fasta	97.2046	1527	1690
barcode27.fasta	barcode51.fasta	97.2035	1522	1690
barcode27.fasta	barcode15.fasta	97.1973	1535	1690
barcode27.fasta	barcode89.fasta	97.1929	1518	1690
barcode27.fasta	barcode43.fasta	97.1922	1535	1690
barcode27.fasta	barcode81.fasta	97.1863	1533	1690
barcode27.fasta	barcode03.fasta	97.1461	1535	1690
barcode27.fasta	barcode90.fasta	96.5744	1487	1690
barcode28.fasta	barcode28.fasta	100	1725	1726
barcode28.fasta	barcode12.fasta	99.9611	1684	1726
barcode28.fasta	barcode84.fasta	99.9019	1660	1726
barcode28.fasta	barcode18.fasta	99.8614	1668	1726
barcode28.fasta	barcode86.fasta	99.378	1625	1726
barcode28.fasta	barcode10.fasta	99.3671	1632	1726
barcode28.fasta	barcode88.fasta	99.2772	1649	1726
barcode28.fasta	barcode33.fasta	99.2472	1623	1726
barcode28.fasta	barcode30.fasta	99.2333	1629	1726
barcode28.fasta	barcode21.fasta	98.7665	1612	1726
barcode28.fasta	barcode72.fasta	98.7387	1611	1726
barcode28.fasta	barcode20.fasta	98.7384	1604	1726
barcode28.fasta	barcode87.fasta	98.7031	1620	1726
barcode28.fasta	barcode85.fasta	98.6963	1604	1726
barcode28.fasta	barcode17.fasta	98.6818	1602	1726
barcode28.fasta	barcode71.fasta	98.6748	1613	1726
barcode28.fasta	barcode11.fasta	98.6538	1610	1726
barcode28.fasta	barcode34.fasta	98.6534	1615	1726
barcode28.fasta	barcode50.fasta	98.6453	1600	1726
barcode28.fasta	barcode27.fasta	98.6237	1601	1726
barcode28.fasta	barcode07.fasta	98.6143	1604	1726
barcode28.fasta	barcode26.fasta	98.5596	1603	1726
barcode28.fasta	barcode80.fasta	98.5567	1601	1726
barcode28.fasta	barcode22.fasta	98.4444	1583	1726
barcode28.fasta	barcode78.fasta	98.4149	1582	1726
barcode28.fasta	barcode68.fasta	98.3797	1571	1726
barcode28.fasta	barcode74.fasta	98.3687	1583	1726
barcode28.fasta	barcode67.fasta	98.3543	1574	1726
barcode28.fasta	barcode39.fasta	98.3233	1578	1726
barcode28.fasta	barcode75.fasta	98.3228	1577	1726
barcode28.fasta	barcode13.fasta	98.3084	1579	1726
barcode28.fasta	barcode82.fasta	98.3065	1573	1726
barcode28.fasta	barcode19.fasta	98.3059	1573	1726
barcode28.fasta	barcode35.fasta	98.2924	1564	1726
barcode28.fasta	barcode23.fasta	98.2839	1582	1726
barcode28.fasta	barcode29.fasta	98.2819	1573	1726
barcode28.fasta	barcode06.fasta	98.2803	1575	1726
barcode28.fasta	barcode24.fasta	98.2772	1578	1726
barcode28.fasta	barcode94.fasta	98.2712	1577	1726
barcode28.fasta	barcode77.fasta	98.2509	1575	1726
barcode28.fasta	barcode16.fasta	98.2369	1586	1726
barcode28.fasta	barcode25.fasta	98.197	1587	1726
barcode28.fasta	barcode76.fasta	98.191	1590	1726
barcode28.fasta	barcode79.fasta	98.1786	1561	1726
barcode28.fasta	barcode38.fasta	98.137	1574	1726
barcode28.fasta	barcode05.fasta	98.1038	1571	1726
barcode28.fasta	barcode08.fasta	98.0151	1562	1726
barcode28.fasta	barcode73.fasta	98.0139	1572	1726
barcode28.fasta	barcode40.fasta	97.6986	1561	1726
barcode28.fasta	barcode09.fasta	97.6946	1560	1726
barcode28.fasta	barcode83.fasta	97.3951	1546	1726
barcode28.fasta	barcode01.fasta	97.3945	1538	1726
barcode28.fasta	barcode55.fasta	97.3887	1545	1726
barcode28.fasta	barcode60.fasta	97.3873	1548	1726
barcode28.fasta	barcode92.fasta	97.3825	1544	1726
barcode28.fasta	barcode59.fasta	97.3702	1550	1726
barcode28.fasta	barcode36.fasta	97.3683	1540	1726
barcode28.fasta	barcode93.fasta	97.358	1535	1726
barcode28.fasta	barcode45.fasta	97.3561	1530	1726
barcode28.fasta	barcode02.fasta	97.3513	1537	1726
barcode28.fasta	barcode63.fasta	97.3462	1541	1726
barcode28.fasta	barcode31.fasta	97.3444	1537	1726
barcode28.fasta	barcode56.fasta	97.3397	1537	1726
barcode28.fasta	barcode70.fasta	97.3388	1538	1726
barcode28.fasta	barcode53.fasta	97.3303	1542	1726
barcode28.fasta	barcode58.fasta	97.3235	1545	1726
barcode28.fasta	barcode52.fasta	97.3232	1532	1726
barcode28.fasta	barcode04.fasta	97.3187	1552	1726
barcode28.fasta	barcode64.fasta	97.3121	1540	1726
barcode28.fasta	barcode42.fasta	97.312	1545	1726
barcode28.fasta	barcode61.fasta	97.3067	1542	1726
barcode28.fasta	barcode37.fasta	97.3045	1536	1726
barcode28.fasta	barcode46.fasta	97.3014	1510	1726
barcode28.fasta	barcode41.fasta	97.3005	1558	1726
barcode28.fasta	barcode49.fasta	97.2846	1520	1726
barcode28.fasta	barcode69.fasta	97.2788	1539	1726
barcode28.fasta	barcode95.fasta	97.2779	1534	1726
barcode28.fasta	barcode96.fasta	97.277	1535	1726
barcode28.fasta	barcode15.fasta	97.2727	1546	1726
barcode28.fasta	barcode57.fasta	97.2699	1532	1726
barcode28.fasta	barcode44.fasta	97.2696	1533	1726
barcode28.fasta	barcode48.fasta	97.2645	1527	1726
barcode28.fasta	barcode62.fasta	97.2631	1524	1726
barcode28.fasta	barcode81.fasta	97.2591	1531	1726
barcode28.fasta	barcode14.fasta	97.2578	1526	1726
barcode28.fasta	barcode47.fasta	97.2493	1528	1726
barcode28.fasta	barcode43.fasta	97.234	1528	1726
barcode28.fasta	barcode54.fasta	97.2275	1534	1726
barcode28.fasta	barcode91.fasta	97.2208	1532	1726
barcode28.fasta	barcode65.fasta	97.2043	1532	1726
barcode28.fasta	barcode66.fasta	97.1807	1534	1726
barcode28.fasta	barcode32.fasta	97.1733	1537	1726
barcode28.fasta	barcode51.fasta	97.171	1537	1726
barcode28.fasta	barcode89.fasta	97.1655	1525	1726
barcode28.fasta	barcode03.fasta	97.1322	1537	1726
barcode28.fasta	barcode90.fasta	96.5942	1495	1726
barcode29.fasta	barcode29.fasta	100	1692	1692
barcode29.fasta	barcode24.fasta	99.9892	1690	1692
barcode29.fasta	barcode19.fasta	99.9744	1687	1692
barcode29.fasta	barcode94.fasta	99.971	1686	1692
barcode29.fasta	barcode23.fasta	99.9707	1686	1692
barcode29.fasta	barcode06.fasta	99.9643	1690	1692
barcode29.fasta	barcode76.fasta	99.9611	1685	1692
barcode29.fasta	barcode25.fasta	99.9476	1681	1692
barcode29.fasta	barcode77.fasta	99.9438	1681	1692
barcode29.fasta	barcode35.fasta	99.9366	1674	1692
barcode29.fasta	barcode16.fasta	99.917	1672	1692
barcode29.fasta	barcode82.fasta	99.7618	1655	1692
barcode29.fasta	barcode13.fasta	99.2097	1656	1692
barcode29.fasta	barcode68.fasta	99.1992	1664	1692
barcode29.fasta	barcode67.fasta	99.1958	1666	1692
barcode29.fasta	barcode75.fasta	99.1807	1669	1692
barcode29.fasta	barcode39.fasta	99.1746	1670	1692
barcode29.fasta	barcode74.fasta	98.8966	1635	1692
barcode29.fasta	barcode78.fasta	98.7554	1573	1692
barcode29.fasta	barcode22.fasta	98.6939	1577	1692
barcode29.fasta	barcode73.fasta	98.6463	1581	1692
barcode29.fasta	barcode85.fasta	98.6345	1581	1692
barcode29.fasta	barcode72.fasta	98.6183	1581	1692
barcode29.fasta	barcode08.fasta	98.6183	1586	1692
barcode29.fasta	barcode27.fasta	98.6095	1592	1692
barcode29.fasta	barcode80.fasta	98.6011	1584	1692
barcode29.fasta	barcode87.fasta	98.5988	1587	1692
barcode29.fasta	barcode17.fasta	98.598	1602	1692
barcode29.fasta	barcode34.fasta	98.5882	1595	1692
barcode29.fasta	barcode07.fasta	98.5875	1586	1692
barcode29.fasta	barcode71.fasta	98.5767	1610	1692
barcode29.fasta	barcode50.fasta	98.5767	1591	1692
barcode29.fasta	barcode11.fasta	98.5758	1590	1692
barcode29.fasta	barcode20.fasta	98.5686	1589	1692
barcode29.fasta	barcode26.fasta	98.5265	1597	1692
barcode29.fasta	barcode33.fasta	98.4978	1580	1692
barcode29.fasta	barcode38.fasta	98.491	1580	1692
barcode29.fasta	barcode79.fasta	98.4782	1592	1692
barcode29.fasta	barcode21.fasta	98.4768	1584	1692
barcode29.fasta	barcode30.fasta	98.4361	1601	1692
barcode29.fasta	barcode86.fasta	98.4238	1603	1692
barcode29.fasta	barcode10.fasta	98.4219	1610	1692
barcode29.fasta	barcode05.fasta	98.4198	1581	1692
barcode29.fasta	barcode88.fasta	98.3701	1588	1692
barcode29.fasta	barcode28.fasta	98.3084	1579	1692
barcode29.fasta	barcode84.fasta	98.2544	1585	1692
barcode29.fasta	barcode18.fasta	98.2484	1575	1692
barcode29.fasta	barcode12.fasta	98.2274	1581	1692
barcode29.fasta	barcode09.fasta	97.8167	1553	1692
barcode29.fasta	barcode40.fasta	97.8135	1552	1692
barcode29.fasta	barcode92.fasta	97.3305	1532	1692
barcode29.fasta	barcode46.fasta	97.311	1515	1692
barcode29.fasta	barcode83.fasta	97.3106	1534	1692
barcode29.fasta	barcode45.fasta	97.2993	1538	1692
barcode29.fasta	barcode55.fasta	97.2932	1543	1692
barcode29.fasta	barcode42.fasta	97.2874	1528	1692
barcode29.fasta	barcode56.fasta	97.2868	1518	1692
barcode29.fasta	barcode02.fasta	97.2867	1536	1692
barcode29.fasta	barcode52.fasta	97.2857	1543	1692
barcode29.fasta	barcode63.fasta	97.2846	1529	1692
barcode29.fasta	barcode01.fasta	97.2829	1534	1692
barcode29.fasta	barcode36.fasta	97.2772	1536	1692
barcode29.fasta	barcode47.fasta	97.2724	1531	1692
barcode29.fasta	barcode70.fasta	97.2646	1526	1692
barcode29.fasta	barcode58.fasta	97.2612	1539	1692
barcode29.fasta	barcode61.fasta	97.2582	1540	1692
barcode29.fasta	barcode69.fasta	97.2547	1523	1692
barcode29.fasta	barcode95.fasta	97.2499	1524	1692
barcode29.fasta	barcode04.fasta	97.2495	1543	1692
barcode29.fasta	barcode54.fasta	97.2438	1532	1692
barcode29.fasta	barcode93.fasta	97.2418	1532	1692
barcode29.fasta	barcode66.fasta	97.2344	1522	1692
barcode29.fasta	barcode91.fasta	97.2288	1525	1692
barcode29.fasta	barcode48.fasta	97.2279	1523	1692
barcode29.fasta	barcode41.fasta	97.2272	1542	1692
barcode29.fasta	barcode49.fasta	97.2262	1536	1692
barcode29.fasta	barcode96.fasta	97.2237	1532	1692
barcode29.fasta	barcode62.fasta	97.2226	1538	1692
barcode29.fasta	barcode32.fasta	97.2182	1523	1692
barcode29.fasta	barcode37.fasta	97.2163	1538	1692
barcode29.fasta	barcode89.fasta	97.2155	1522	1692
barcode29.fasta	barcode31.fasta	97.2149	1536	1692
barcode29.fasta	barcode65.fasta	97.2142	1525	1692
barcode29.fasta	barcode03.fasta	97.2117	1525	1692
barcode29.fasta	barcode64.fasta	97.209	1535	1692
barcode29.fasta	barcode51.fasta	97.2062	1524	1692
barcode29.fasta	barcode14.fasta	97.1995	1538	1692
barcode29.fasta	barcode44.fasta	97.1973	1531	1692
barcode29.fasta	barcode57.fasta	97.1935	1536	1692
barcode29.fasta	barcode15.fasta	97.1918	1544	1692
barcode29.fasta	barcode53.fasta	97.1851	1548	1692
barcode29.fasta	barcode60.fasta	97.185	1547	1692
barcode29.fasta	barcode81.fasta	97.183	1529	1692
barcode29.fasta	barcode43.fasta	97.1696	1536	1692
barcode29.fasta	barcode59.fasta	97.154	1547	1692
barcode29.fasta	barcode90.fasta	96.5583	1502	1692
barcode30.fasta	barcode30.fasta	100	1715	1715
barcode30.fasta	barcode86.fasta	99.519	1651	1715
barcode30.fasta	barcode10.fasta	99.498	1660	1715
barcode30.fasta	barcode33.fasta	99.4349	1644	1715
barcode30.fasta	barcode88.fasta	99.4138	1639	1715
barcode30.fasta	barcode84.fasta	99.2876	1622	1715
barcode30.fasta	barcode18.fasta	99.2783	1619	1715
barcode30.fasta	barcode28.fasta	99.2349	1622	1715
barcode30.fasta	barcode12.fasta	99.2326	1627	1715
barcode30.fasta	barcode71.fasta	98.9542	1629	1715
barcode30.fasta	barcode72.fasta	98.9499	1613	1715
barcode30.fasta	barcode17.fasta	98.9319	1631	1715
barcode30.fasta	barcode20.fasta	98.9283	1615	1715
barcode30.fasta	barcode87.fasta	98.9214	1620	1715
barcode30.fasta	barcode11.fasta	98.8683	1616	1715
barcode30.fasta	barcode50.fasta	98.8592	1614	1715
barcode30.fasta	barcode21.fasta	98.8576	1605	1715
barcode30.fasta	barcode34.fasta	98.8462	1617	1715
barcode30.fasta	barcode27.fasta	98.8419	1617	1715
barcode30.fasta	barcode07.fasta	98.8365	1613	1715
barcode30.fasta	barcode85.fasta	98.8346	1620	1715
barcode30.fasta	barcode80.fasta	98.7854	1609	1715
barcode30.fasta	barcode26.fasta	98.7681	1613	1715
barcode30.fasta	barcode78.fasta	98.6349	1593	1715
barcode30.fasta	barcode22.fasta	98.6327	1595	1715
barcode30.fasta	barcode77.fasta	98.5398	1608	1715
barcode30.fasta	barcode82.fasta	98.5226	1593	1715
barcode30.fasta	barcode35.fasta	98.5221	1609	1715
barcode30.fasta	barcode13.fasta	98.5051	1592	1715
barcode30.fasta	barcode39.fasta	98.4904	1594	1715
barcode30.fasta	barcode75.fasta	98.4828	1598	1715
barcode30.fasta	barcode68.fasta	98.4782	1594	1715
barcode30.fasta	barcode23.fasta	98.4769	1590	1715
barcode30.fasta	barcode67.fasta	98.4737	1597	1715
barcode30.fasta	barcode94.fasta	98.4735	1588	1715
barcode30.fasta	barcode74.fasta	98.4619	1594	1715
barcode30.fasta	barcode06.fasta	98.4464	1596	1715
barcode30.fasta	barcode76.fasta	98.4402	1601	1715
barcode30.fasta	barcode25.fasta	98.4336	1590	1715
barcode30.fasta	barcode29.fasta	98.4299	1591	1715
barcode30.fasta	barcode24.fasta	98.4299	1605	1715
barcode30.fasta	barcode16.fasta	98.4231	1592	1715
barcode30.fasta	barcode19.fasta	98.4116	1601	1715
barcode30.fasta	barcode38.fasta	98.269	1562	1715
barcode30.fasta	barcode05.fasta	98.26	1572	1715
barcode30.fasta	barcode79.fasta	98.2396	1583	1715
barcode30.fasta	barcode08.fasta	98.1372	1581	1715
barcode30.fasta	barcode73.fasta	98.1366	1578	1715
barcode30.fasta	barcode40.fasta	97.7603	1546	1715
barcode30.fasta	barcode09.fasta	97.7138	1554	1715
barcode30.fasta	barcode55.fasta	97.4011	1539	1715
barcode30.fasta	barcode92.fasta	97.3938	1556	1715
barcode30.fasta	barcode83.fasta	97.3611	1536	1715
barcode30.fasta	barcode58.fasta	97.3562	1549	1715
barcode30.fasta	barcode02.fasta	97.3269	1534	1715
barcode30.fasta	barcode01.fasta	97.3136	1537	1715
barcode30.fasta	barcode52.fasta	97.3068	1546	1715
barcode30.fasta	barcode70.fasta	97.2989	1530	1715
barcode30.fasta	barcode63.fasta	97.2956	1533	1715
barcode30.fasta	barcode15.fasta	97.2911	1554	1715
barcode30.fasta	barcode04.fasta	97.2843	1537	1715
barcode30.fasta	barcode56.fasta	97.2729	1538	1715
barcode30.fasta	barcode41.fasta	97.2693	1548	1715
barcode30.fasta	barcode46.fasta	97.2689	1509	1715
barcode30.fasta	barcode64.fasta	97.2573	1539	1715
barcode30.fasta	barcode37.fasta	97.2417	1537	1715
barcode30.fasta	barcode47.fasta	97.2392	1517	1715
barcode30.fasta	barcode69.fasta	97.2386	1525	1715
barcode30.fasta	barcode42.fasta	97.2342	1544	1715
barcode30.fasta	barcode36.fasta	97.233	1530	1715
barcode30.fasta	barcode31.fasta	97.2324	1535	1715
barcode30.fasta	barcode45.fasta	97.2309	1533	1715
barcode30.fasta	barcode59.fasta	97.2088	1560	1715
barcode30.fasta	barcode53.fasta	97.2073	1546	1715
barcode30.fasta	barcode61.fasta	97.1986	1541	1715
barcode30.fasta	barcode60.fasta	97.1947	1562	1715
barcode30.fasta	barcode44.fasta	97.1938	1543	1715
barcode30.fasta	barcode43.fasta	97.1929	1529	1715
barcode30.fasta	barcode62.fasta	97.1815	1543	1715
barcode30.fasta	barcode93.fasta	97.18	1541	1715
barcode30.fasta	barcode81.fasta	97.1786	1542	1715
barcode30.fasta	barcode49.fasta	97.1761	1543	1715
barcode30.fasta	barcode57.fasta	97.175	1541	1715
barcode30.fasta	barcode54.fasta	97.1706	1537	1715
barcode30.fasta	barcode65.fasta	97.167	1531	1715
barcode30.fasta	barcode95.fasta	97.16	1533	1715
barcode30.fasta	barcode66.fasta	97.1543	1520	1715
barcode30.fasta	barcode89.fasta	97.1476	1532	1715
barcode30.fasta	barcode96.fasta	97.1445	1553	1715
barcode30.fasta	barcode14.fasta	97.1429	1547	1715
barcode30.fasta	barcode91.fasta	97.1277	1540	1715
barcode30.fasta	barcode48.fasta	97.1138	1544	1715
barcode30.fasta	barcode03.fasta	97.0927	1536	1715
barcode30.fasta	barcode51.fasta	97.083	1538	1715
barcode30.fasta	barcode32.fasta	97.0829	1535	1715
barcode30.fasta	barcode90.fasta	96.5511	1500	1715
barcode31.fasta	barcode31.fasta	100	1638	1640
barcode31.fasta	barcode53.fasta	99.9873	1638	1640
barcode31.fasta	barcode37.fasta	99.9267	1634	1640
barcode31.fasta	barcode64.fasta	99.9253	1633	1640
barcode31.fasta	barcode93.fasta	98.3876	1590	1640
barcode31.fasta	barcode81.fasta	98.2498	1575	1640
barcode31.fasta	barcode57.fasta	98.2409	1578	1640
barcode31.fasta	barcode49.fasta	98.2274	1579	1640
barcode31.fasta	barcode62.fasta	98.227	1582	1640
barcode31.fasta	barcode14.fasta	98.2241	1580	1640
barcode31.fasta	barcode96.fasta	98.2139	1588	1640
barcode31.fasta	barcode44.fasta	98.2056	1587	1640
barcode31.fasta	barcode69.fasta	98.1741	1572	1640
barcode31.fasta	barcode46.fasta	97.918	1542	1640
barcode31.fasta	barcode47.fasta	97.9044	1568	1640
barcode31.fasta	barcode02.fasta	97.8806	1566	1640
barcode31.fasta	barcode70.fasta	97.8461	1568	1640
barcode31.fasta	barcode63.fasta	97.8292	1572	1640
barcode31.fasta	barcode36.fasta	97.8284	1553	1640
barcode31.fasta	barcode61.fasta	97.7985	1553	1640
barcode31.fasta	barcode45.fasta	97.7681	1566	1640
barcode31.fasta	barcode95.fasta	97.731	1560	1640
barcode31.fasta	barcode54.fasta	97.7209	1553	1640
barcode31.fasta	barcode91.fasta	97.6984	1556	1640
