sys_id	type	subtype	sys_beg	sys_end	protein_in_syst	genes_count	name_of_profiles_in_sys
barcode77_RM_Type_IIG_13	RM	RM_Type_IIG	bc77_02395	bc77_02395	bc77_02395	1	RM_Type_IIG__Type_IIG
barcode77_RM_Type_I_12	RM	RM_Type_I	bc77_03250	bc77_03253	bc77_03250,bc77_03251,bc77_03253	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode78_PrrC_12	PrrC	PrrC	bc78_00485	bc78_00489	bc78_00485,bc78_00486,bc78_00487,bc78_00489	4	RM__Type_I_REases,RM__Type_I_S,PrrC__PrrC,RM__Type_I_MTases
barcode78_RM_Type_I_14	RM	RM_Type_I	bc78_01243	bc78_01246	bc78_01243,bc78_01244,bc78_01246	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode78_RM_Type_II_16	RM	RM_Type_II	bc78_02287	bc78_02291	bc78_02287,bc78_02291	2	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases
barcode78_RM_Type_I_15	RM	RM_Type_I	bc78_03109	bc78_03112	bc78_03109,bc78_03112	2	RM__Type_I_REases,RM__Type_I_MTases
barcode78_AbiD_1	AbiD	AbiD	bc78_00342	bc78_00342	bc78_00342	1	AbiD__AbiD
barcode78_Gao_Ppl_4	Gao_Ppl	Gao_Ppl	bc78_00549	bc78_00549	bc78_00549	1	Gao_Ppl__PplA
barcode78_AbiE_2	AbiE	AbiE	bc78_01073	bc78_01074	bc78_01073,bc78_01074	2	AbiEii__AbiEii,AbiEii__AbiEi_3
barcode78_Gao_TerY_5	Gao_TerY	Gao_TerY	bc78_02683	bc78_02685	bc78_02683,bc78_02684,bc78_02685	3	Gao_TerY__TerYA,Gao_TerY__TerYB,Gao_TerY__TerYC
barcode78_Gabija_3	Gabija	Gabija	bc78_02699	bc78_02700	bc78_02699,bc78_02700	2	Gabija__GajB_2,Gabija__GajA
barcode78_SoFic_10	SoFIC	SoFic	bc78_00054	bc78_00054	bc78_00054	1	SoFic__SoFic
barcode78_SoFic_11	SoFIC	SoFic	bc78_00241	bc78_00241	bc78_00241	1	SoFic__SoFic
barcode78_CBASS_I_9	CBASS	CBASS_I	bc78_02680	bc78_02681	bc78_02680,bc78_02681	2	CBASS__Effector_2TM_S_2TMBeta,CBASS__Cyclase_new
barcode78_Wadjet_I_7	Wadjet	Wadjet_I	bc78_04204	bc78_04207	bc78_04204,bc78_04206,bc78_04207	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode79_RM_Type_II_11	RM	RM_Type_II	bc79_01121	bc79_01122	bc79_01121,bc79_01122	2	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases
barcode79_RM_Type_I_9	RM	RM_Type_I	bc79_01211	bc79_01215	bc79_01211,bc79_01212,bc79_01214,bc79_01215	4	RM__Type_I_MTases,RM__Type_I_MTases,RM__Type_I_S,RM__Type_I_REases
barcode79_RM_Type_I_10	RM	RM_Type_I	bc79_03164	bc79_03168	bc79_03164,bc79_03167,bc79_03168	3	RM__Type_I_MTases,RM__Type_I_S,RM__Type_I_REases
barcode79_RM_Type_II_12	RM	RM_Type_II	bc79_03812	bc79_03813	bc79_03812,bc79_03813	2	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases
barcode79_SoFic_7	SoFIC	SoFic	bc79_00053	bc79_00053	bc79_00053	1	SoFic__SoFic
barcode79_SoFic_8	SoFIC	SoFic	bc79_00218	bc79_00218	bc79_00218	1	SoFic__SoFic
barcode79_PsyrTA_4	PsyrTA	PsyrTA	bc79_02417	bc79_02418	bc79_02417,bc79_02418	2	PsyrTA__PsyrA,PsyrTA__PsyrT
barcode79_Wadjet_I_6	Wadjet	Wadjet_I	bc79_04316	bc79_04319	bc79_04316,bc79_04318,bc79_04319	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode79_RloC_3	RloC	RloC	bc79_02229	bc79_02229	bc79_02229	1	RloC__RloC
barcode79_Gao_Ppl_2	Gao_Ppl	Gao_Ppl	bc79_03866	bc79_03866	bc79_03866	1	Gao_Ppl__PplA
barcode79_AbiV_1	AbiV	AbiV	bc79_04053	bc79_04053	bc79_04053	1	AbiV__AbiV
barcode80_Wadjet_I_7	Wadjet	Wadjet_I	bc80_04364	bc80_04367	bc80_04364,bc80_04366,bc80_04367	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode80_SoFic_9	SoFIC	SoFic	bc80_00040	bc80_00040	bc80_00040	1	SoFic__SoFic
barcode80_SoFic_10	SoFIC	SoFic	bc80_00240	bc80_00240	bc80_00240	1	SoFic__SoFic
barcode80_Retron_XII_8	Retron	Retron_XII	bc80_00617	bc80_00617	bc80_00617	1	Retron_XII__RT_12
barcode80_AbiD_1	AbiD	AbiD	bc80_00348	bc80_00348	bc80_00348	1	AbiD__AbiD
barcode80_Gao_Ppl_3	Gao_Ppl	Gao_Ppl	bc80_00565	bc80_00565	bc80_00565	1	Gao_Ppl__PplA
barcode80_Lamassu-Cap4_nuclease_4	Lamassu-Fam	Lamassu-Cap4_nuclease	bc80_01642	bc80_01644	bc80_01642,bc80_01643,bc80_01644	3	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease,Lamassu-Fam__LmuA_effector_Cap4_nuclease_II
barcode80_RloC_5	RloC	RloC	bc80_02161	bc80_02161	bc80_02161	1	RloC__RloC
barcode80_AbiE_2	AbiE	AbiE	bc80_03215	bc80_03216	bc80_03215,bc80_03216	2	AbiEii__AbiEi_3,AbiEii__AbiEii
barcode80_PrrC_11	PrrC	PrrC	bc80_00498	bc80_00502	bc80_00498,bc80_00499,bc80_00500,bc80_00502	4	RM__Type_I_REases,RM__Type_I_S,PrrC__PrrC,RM__Type_I_MTases
barcode80_RM_Type_I_13	RM	RM_Type_I	bc80_01092	bc80_01095	bc80_01092,bc80_01094,bc80_01095	3	RM__Type_I_MTases,RM__Type_I_S,RM__Type_I_REases
barcode80_RM_Type_I_14	RM	RM_Type_I	bc80_03042	bc80_03045	bc80_03042,bc80_03044,bc80_03045	3	RM__Type_I_MTases,RM__Type_I_S,RM__Type_I_REases
barcode81_CapRel_9	CapRel	CapRel	bc81_00471	bc81_00471	bc81_00471	1	CapRel__CapRel
barcode81_Gao_TerY_2	Gao_TerY	Gao_TerY	bc81_01035	bc81_01037	bc81_01035,bc81_01036,bc81_01037	3	Gao_TerY__TerYA,Gao_TerY__TerYB,Gao_TerY__TerYC
barcode81_Gao_Iet_1	Gao_Iet	Gao_Iet	bc81_02214	bc81_02215	bc81_02214,bc81_02215	2	Gao_Iet__IetA,Gao_Iet__IetS
barcode81_Lamassu-Mrr_3	Lamassu-Fam	Lamassu-Mrr	bc81_04146	bc81_04148	bc81_04146,bc81_04147,bc81_04148	3	Lamassu-Fam__LmuA_effector_Mrr,Lamassu-Fam__LmuC_acc_Mrr,Lamassu-Fam__LmuB_SMC_Mrr
barcode81_CAS_Class1-Subtype-I-F_17	CasFinder	CAS_Class1-Subtype-I-F	bc81_00245	bc81_00250	bc81_00245,bc81_00246,bc81_00247,bc81_00248,bc81_00249,bc81_00250	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode81_RM_Type_I_16	RM	RM_Type_I	bc81_03011	bc81_03015	bc81_03011,bc81_03012,bc81_03015	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
barcode81_FS_HP_4	FS_HP	FS_HP	bc81_00021	bc81_00021	bc81_00021	1	FS_HP__HP
barcode81_NLR_like_bNACHT01_5	NLR	NLR_like_bNACHT01	bc81_00060	bc81_00060	bc81_00060	1	NLR_like_bNACHT01__NLR_like_bNACHT01
barcode81_Septu_6	Septu	Septu	bc81_01942	bc81_01944	bc81_01942,bc81_01943,bc81_01944	3	Septu__PtuB,Septu__PtuA,Septu__PtuB
barcode81_Wadjet_I_8	Wadjet	Wadjet_I	bc81_04118	bc81_04121	bc81_04118,bc81_04120,bc81_04121	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode81_SoFic_14	SoFIC	SoFic	bc81_00052	bc81_00052	bc81_00052	1	SoFic__SoFic
barcode81_CBASS_I_13	CBASS	CBASS_I	bc81_00121	bc81_00122	bc81_00121,bc81_00122	2	CBASS__Sensing_SAVED,CBASS__Cyclase_II
barcode81_SoFic_15	SoFIC	SoFic	bc81_00221	bc81_00221	bc81_00221	1	SoFic__SoFic
barcode81_BREX_I_11	BREX	BREX_I	bc81_03660	bc81_03665	bc81_03660,bc81_03661,bc81_03662,bc81_03663,bc81_03664,bc81_03665	6	BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819
barcode82_AbiV_1	AbiV	AbiV	bc82_00357	bc82_00357	bc82_00357	1	AbiV__AbiV
barcode82_Gao_Ppl_4	Gao_Ppl	Gao_Ppl	bc82_00542	bc82_00542	bc82_00542	1	Gao_Ppl__PplA
barcode82_Gabija_2	Gabija	Gabija	bc82_02394	bc82_02395	bc82_02394,bc82_02395	2	Gabija__GajB_2,Gabija__GajA
barcode82_RloC_5	RloC	RloC	bc82_04393	bc82_04393	bc82_04393	1	RloC__RloC
barcode82_Gabija_3	Gabija	Gabija	bc82_04419	bc82_04421	bc82_04419,bc82_04421	2	Gabija__GajA,Gabija__GajB_1
barcode82_Wadjet_I_8	Wadjet	Wadjet_I	bc82_04245	bc82_04248	bc82_04245,bc82_04247,bc82_04248	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode82_Wadjet_I_9	Wadjet	Wadjet_I	bc82_04413	bc82_04417	bc82_04413,bc82_04414,bc82_04416,bc82_04417	4	Wadjet__JetA_I,Wadjet__JetB_I,Wadjet__JetC_I,Wadjet__JetD_I
barcode82_SoFic_13	SoFIC	SoFic	bc82_00056	bc82_00056	bc82_00056	1	SoFic__SoFic
barcode82_SoFic_14	SoFIC	SoFic	bc82_00232	bc82_00232	bc82_00232	1	SoFic__SoFic
barcode82_Retron_XII_12	Retron	Retron_XII	bc82_00591	bc82_00591	bc82_00591	1	Retron_XII__RT_12
barcode82_CBASS_I_11	CBASS	CBASS_I	bc82_04406	bc82_04407	bc82_04406,bc82_04407	2	CBASS__Cyclase_new,CBASS__Effector_2TM_S_2TMBeta
barcode82_RM_Type_I_15	RM	RM_Type_I	bc82_01204	bc82_01207	bc82_01204,bc82_01205,bc82_01207	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode82_RM_Type_IIG_17	RM	RM_Type_IIG	bc82_02362	bc82_02362	bc82_02362	1	RM_Type_IIG__Type_IIG
barcode82_RM_Type_I_16	RM	RM_Type_I	bc82_03165	bc82_03168	bc82_03165,bc82_03166,bc82_03168	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode82_RM_Type_IIG_18	RM	RM_Type_IIG	bc82_04418	bc82_04418	bc82_04418	1	RM_Type_IIG__Type_IIG
barcode83_RloC_2	RloC	RloC	bc83_00130	bc83_00130	bc83_00130	1	RloC__RloC
barcode83_AbiD_1	AbiD	AbiD	bc83_03818	bc83_03818	bc83_03818	1	AbiD__AbiD
barcode83_SoFic_5	SoFIC	SoFic	bc83_00055	bc83_00055	bc83_00055	1	SoFic__SoFic
barcode83_SoFic_6	SoFIC	SoFic	bc83_03922	bc83_03922	bc83_03922	1	SoFic__SoFic
barcode83_Wadjet_I_4	Wadjet	Wadjet_I	bc83_04080	bc83_04083	bc83_04080,bc83_04082,bc83_04083	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode83_CAS_Class1-Subtype-I-F_8	CasFinder	CAS_Class1-Subtype-I-F	bc83_03897	bc83_03902	bc83_03897,bc83_03898,bc83_03899,bc83_03900,bc83_03901,bc83_03902	6	cas1_I-F_1,cas3f_I-F_1,cas8f_I-F_8,cas5f_I-F_4,cas7f_I-F_2,cas6f_I_II_III_IV_V_VI_3
barcode83_RM_Type_I_7	RM	RM_Type_I	bc83_01167	bc83_01170	bc83_01167,bc83_01170	2	RM__Type_I_MTases,RM__Type_I_REases
barcode84_RM_Type_I_7	RM	RM_Type_I	bc84_01201	bc84_01204	bc84_01201,bc84_01202,bc84_01204	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode84_AbiD_1	AbiD	AbiD	bc84_00336	bc84_00336	bc84_00336	1	AbiD__AbiD
barcode84_Gao_Ppl_2	Gao_Ppl	Gao_Ppl	bc84_00534	bc84_00534	bc84_00534	1	Gao_Ppl__PplA
barcode84_SoFic_6	SoFIC	SoFic	bc84_00231	bc84_00231	bc84_00231	1	SoFic__SoFic
barcode84_Retron_XII_5	Retron	Retron_XII	bc84_00584	bc84_00584	bc84_00584	1	Retron_XII__RT_12
barcode84_Wadjet_I_4	Wadjet	Wadjet_I	bc84_04207	bc84_04209	bc84_04207,bc84_04208,bc84_04209	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode85_Zorya_TypeI_7	Zorya	Zorya_TypeI	bc85_02735	bc85_02738	bc85_02735,bc85_02736,bc85_02737,bc85_02738	4	Zorya_TypeI__ZorD,Zorya_TypeI__ZorC,Zorya__ZorB,Zorya__ZorA
barcode85_RM_Type_I_11	RM	RM_Type_I	bc85_01248	bc85_01253	bc85_01248,bc85_01249,bc85_01253	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode85_RM_Type_I_12	RM	RM_Type_I	bc85_03131	bc85_03134	bc85_03131,bc85_03132,bc85_03134	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode85_AbiD_1	AbiD	AbiD	bc85_00345	bc85_00345	bc85_00345	1	AbiD__AbiD
barcode85_Gao_Ppl_3	Gao_Ppl	Gao_Ppl	bc85_00546	bc85_00546	bc85_00546	1	Gao_Ppl__PplA
barcode85_AbiE_2	AbiE	AbiE	bc85_01077	bc85_01078	bc85_01077,bc85_01078	2	AbiEii__AbiEii,AbiEii__AbiEi_3
barcode85_Lamassu-Cap4_nuclease_4	Lamassu-Fam	Lamassu-Cap4_nuclease	bc85_02584	bc85_02586	bc85_02584,bc85_02585,bc85_02586	3	Lamassu-Fam__LmuA_effector_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease,Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II
barcode85_Wadjet_I_6	Wadjet	Wadjet_I	bc85_04214	bc85_04217	bc85_04214,bc85_04216,bc85_04217	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode85_SoFic_9	SoFIC	SoFic	bc85_00055	bc85_00055	bc85_00055	1	SoFic__SoFic
barcode85_SoFic_10	SoFIC	SoFic	bc85_00237	bc85_00237	bc85_00237	1	SoFic__SoFic
barcode85_Retron_XII_8	Retron	Retron_XII	bc85_00596	bc85_00596	bc85_00596	1	Retron_XII__RT_12
barcode86_SoFic_12	SoFIC	SoFic	bc86_00058	bc86_00058	bc86_00058	1	SoFic__SoFic
barcode86_SoFic_13	SoFIC	SoFic	bc86_00228	bc86_00228	bc86_00228	1	SoFic__SoFic
barcode86_Retron_XII_11	Retron	Retron_XII	bc86_00585	bc86_00585	bc86_00585	1	Retron_XII__RT_12
barcode86_BREX_I_10	BREX	BREX_I	bc86_03253	bc86_03259	bc86_03253,bc86_03254,bc86_03255,bc86_03257,bc86_03258,bc86_03259	6	BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819
barcode86_PsyrTA_4	PsyrTA	PsyrTA	bc86_01956	bc86_01957	bc86_01956,bc86_01957	2	PsyrTA__PsyrT,PsyrTA__PsyrA
barcode86_Wadjet_I_6	Wadjet	Wadjet_I	bc86_04298	bc86_04302	bc86_04298,bc86_04301,bc86_04302	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode86_AbiD_1	AbiD	AbiD	bc86_00334	bc86_00334	bc86_00334	1	AbiD__AbiD
barcode86_Gao_Ppl_3	Gao_Ppl	Gao_Ppl	bc86_00535	bc86_00535	bc86_00535	1	Gao_Ppl__PplA
barcode86_AbiU_2	AbiU	AbiU	bc86_02351	bc86_02351	bc86_02351	1	AbiU__AbiU
barcode86_RosmerTA_7	RosmerTA	RosmerTA	bc86_02118	bc86_02119	bc86_02118,bc86_02119	2	RosmerTA__RmrT_2634932349,RosmerTA__RmrA_2634932349
barcode86_SspBCDE_8	SspBCDE	SspBCDE	bc86_03980	bc86_03982	bc86_03980,bc86_03981,bc86_03982	3	SspBCDE__SspD,SspBCDE__SspC,SspBCDE__SspB
barcode86_RM_Type_I_14	RM	RM_Type_I	bc86_01224	bc86_01227	bc86_01224,bc86_01225,bc86_01227	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode86_RM_Type_IIG_15	RM	RM_Type_IIG	bc86_02120	bc86_02120	bc86_02120	1	RM_Type_IIG__Type_IIG
barcode87_Zorya_TypeI_7	Zorya	Zorya_TypeI	bc87_01473	bc87_01476	bc87_01473,bc87_01474,bc87_01475,bc87_01476	4	Zorya__ZorA,Zorya__ZorB,Zorya_TypeI__ZorC,Zorya_TypeI__ZorD
barcode87_AbiD_1	AbiD	AbiD	bc87_00327	bc87_00327	bc87_00327	1	AbiD__AbiD
barcode87_Gao_Ppl_3	Gao_Ppl	Gao_Ppl	bc87_00534	bc87_00534	bc87_00534	1	Gao_Ppl__PplA
barcode87_Lamassu-Cap4_nuclease_4	Lamassu-Fam	Lamassu-Cap4_nuclease	bc87_01626	bc87_01628	bc87_01626,bc87_01627,bc87_01628	3	Lamassu-Fam__LmuB_SMC_Cap4_nuclease_II,Lamassu-Fam__LmuC_acc_Cap4_nuclease,Lamassu-Fam__LmuA_effector_Cap4_nuclease_II
barcode87_AbiE_2	AbiE	AbiE	bc87_03185	bc87_03186	bc87_03185,bc87_03186	2	AbiEii__AbiEi_3,AbiEii__AbiEii
barcode87_PrrC_11	PrrC	PrrC	bc87_00468	bc87_00472	bc87_00468,bc87_00469,bc87_00470,bc87_00472	4	RM__Type_I_REases,RM__Type_I_S,PrrC__PrrC,RM__Type_I_MTases
barcode87_RM_Type_I_13	RM	RM_Type_I	bc87_02962	bc87_02965	bc87_02962,bc87_02964,bc87_02965	3	RM__Type_I_MTases,RM__Type_I_S,RM__Type_I_REases
barcode87_SoFic_9	SoFIC	SoFic	bc87_00054	bc87_00054	bc87_00054	1	SoFic__SoFic
barcode87_SoFic_10	SoFIC	SoFic	bc87_00220	bc87_00220	bc87_00220	1	SoFic__SoFic
barcode87_Retron_XII_8	Retron	Retron_XII	bc87_03714	bc87_03714	bc87_03714	1	Retron_XII__RT_12
barcode87_Wadjet_I_6	Wadjet	Wadjet_I	bc87_04264	bc87_04267	bc87_04264,bc87_04266,bc87_04267	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode88_Gao_Her_SIR_10	Gao_Her	Gao_Her_SIR	bc88_03194	bc88_03195	bc88_03194,bc88_03195	2	Gao_Her_SIR__SIR2,Gao_Her_SIR__HerA_SIR2
barcode88_Wadjet_I_9	Wadjet	Wadjet_I	bc88_04325	bc88_04327	bc88_04325,bc88_04326,bc88_04327	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode88_SoFic_14	SoFIC	SoFic	bc88_00058	bc88_00058	bc88_00058	1	SoFic__SoFic
barcode88_SoFic_15	SoFIC	SoFic	bc88_00235	bc88_00235	bc88_00235	1	SoFic__SoFic
barcode88_Retron_XII_13	Retron	Retron_XII	bc88_00596	bc88_00596	bc88_00596	1	Retron_XII__RT_12
barcode88_BREX_I_12	BREX	BREX_I	bc88_03220	bc88_03227	bc88_03220,bc88_03223,bc88_03225,bc88_03226,bc88_03227	5	BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819
barcode88_RM_Type_I_16	RM	RM_Type_I	bc88_01219	bc88_01222	bc88_01219,bc88_01220,bc88_01222	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode88_RM_Type_IIG_17	RM	RM_Type_IIG	bc88_01956	bc88_01956	bc88_01956	1	RM_Type_IIG__Type_IIG
barcode88_AbiD_1	AbiD	AbiD	bc88_00341	bc88_00341	bc88_00341	1	AbiD__AbiD
barcode88_Gao_Ppl_6	Gao_Ppl	Gao_Ppl	bc88_00546	bc88_00546	bc88_00546	1	Gao_Ppl__PplA
barcode88_AbiU_4	AbiU	AbiU	bc88_02277	bc88_02277	bc88_02277	1	AbiU__AbiU
barcode88_AbiQ_3	AbiQ	AbiQ	bc88_02547	bc88_02547	bc88_02547	1	AbiQ__AbiQ
barcode88_AbiD_2	AbiD	AbiD	bc88_03174	bc88_03174	bc88_03174	1	AbiD__AbiD
barcode88_Gao_Iet_5	Gao_Iet	Gao_Iet	bc88_03977	bc88_03981	bc88_03977,bc88_03981	2	Gao_Iet__IetA,Gao_Iet__IetS
barcode88_RloC_7	RloC	RloC	bc88_04004	bc88_04004	bc88_04004	1	RloC__RloC
barcode89_Wadjet_I_2	Wadjet	Wadjet_I	bc89_04069	bc89_04072	bc89_04069,bc89_04071,bc89_04072	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode89_SoFic_3	SoFIC	SoFic	bc89_00231	bc89_00231	bc89_00231	1	SoFic__SoFic
barcode89_RM_Type_II_6	RM	RM_Type_II	bc89_00986	bc89_00990	bc89_00986,bc89_00989,bc89_00990	3	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases,RM_Type_II__Type_II_REases
barcode89_PrrC_4	PrrC	PrrC	bc89_02983	bc89_02987	bc89_02983,bc89_02985,bc89_02987	3	RM__Type_I_MTases,PrrC__PrrC,RM__Type_I_REases
barcode89_CAS_Class1-Subtype-I-F_7	CasFinder	CAS_Class1-Subtype-I-F	bc89_00249	bc89_00254	bc89_00249,bc89_00250,bc89_00251,bc89_00252,bc89_00253,bc89_00254	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode90_RloC_2	RloC	RloC	bc90_00075	bc90_00075	bc90_00075	1	RloC__RloC
barcode90_Gabija_1	Gabija	Gabija	bc90_01968	bc90_01969	bc90_01968,bc90_01969	2	Gabija__GajA,Gabija__GajB_1
barcode90_RM_Type_I_7	RM	RM_Type_I	bc90_01216	bc90_01219	bc90_01216,bc90_01217,bc90_01219	3	RM__Type_I_S,RM__Type_I_MTases,RM__Type_I_REases
barcode90_Wadjet_I_4	Wadjet	Wadjet_I	bc90_04161	bc90_04165	bc90_04161,bc90_04164,bc90_04165	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode90_SoFic_6	SoFIC	SoFic	bc90_00066	bc90_00066	bc90_00066	1	SoFic__SoFic
barcode90_PARIS_I_5	Paris	PARIS_I	bc90_00588	bc90_00589	bc90_00588,bc90_00589	2	Paris_I__AriA_AAA15,Paris_I__AriB_DUF4435_I
barcode91_AbiD_1	AbiD	AbiD	bc91_00335	bc91_00335	bc91_00335	1	AbiD__AbiD
barcode91_Gabija_2	Gabija	Gabija	bc91_01001	bc91_01002	bc91_01001,bc91_01002	2	Gabija__GajB_2,Gabija__GajA
barcode91_Gabija_3	Gabija	Gabija	bc91_02174	bc91_02175	bc91_02174,bc91_02175	2	Gabija__GajB_2,Gabija__GajA
barcode91_Avs_III_4	Avs	Avs_III	bc91_03383	bc91_03384	bc91_03383,bc91_03384	2	Avs_III__Avs3B,Avs_III__Avs3A
barcode91_Wadjet_I_6	Wadjet	Wadjet_I	bc91_04111	bc91_04115	bc91_04111,bc91_04112,bc91_04114,bc91_04115	4	Wadjet__JetD_I,Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode91_SoFic_8	SoFIC	SoFic	bc91_00226	bc91_00226	bc91_00226	1	SoFic__SoFic
barcode91_SoFic_9	SoFIC	SoFic	bc91_03024	bc91_03024	bc91_03024	1	SoFic__SoFic
barcode91_RM_Type_II_11	RM	RM_Type_II	bc91_01013	bc91_01017	bc91_01013,bc91_01016,bc91_01017	3	RM_Type_II__Type_II_MTases,RM_Type_II__Type_II_REases,RM_Type_II__Type_II_REases
barcode91_RM_Type_I_10	RM	RM_Type_I	bc91_03023	bc91_03028	bc91_03023,bc91_03027,bc91_03028	3	RM__Type_I_REases,RM__Type_I_S,RM__Type_I_MTases
barcode91_CAS_Class1-Subtype-I-F_12	CasFinder	CAS_Class1-Subtype-I-F	bc91_00247	bc91_00252	bc91_00247,bc91_00248,bc91_00249,bc91_00250,bc91_00251,bc91_00252	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode91_RosmerTA_7	RosmerTA	RosmerTA	bc91_02176	bc91_02177	bc91_02176,bc91_02177	2	RosmerTA__RmrA_2634932349,RosmerTA__RmrT_2634932349
barcode92_RM_Type_I_8	RM	RM_Type_I	bc92_01235	bc92_01238	bc92_01235,bc92_01238	2	RM__Type_I_MTases,RM__Type_I_REases
barcode92_PD-T7-2_5	PD-T7-2	PD-T7-2	bc92_00132	bc92_00133	bc92_00132,bc92_00133	2	PD-T7-2__PD-T7-2_A,PD-T7-2__PD-T7-2_B
barcode92_SoFic_6	SoFIC	SoFic	bc92_00056	bc92_00056	bc92_00056	1	SoFic__SoFic
barcode92_SoFic_7	SoFIC	SoFic	bc92_00228	bc92_00228	bc92_00228	1	SoFic__SoFic
barcode92_Wadjet_I_4	Wadjet	Wadjet_I	bc92_04199	bc92_04204	bc92_04199,bc92_04203,bc92_04204	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode92_AbiD_1	AbiD	AbiD	bc92_00326	bc92_00326	bc92_00326	1	AbiD__AbiD
barcode92_RloC_2	RloC	RloC	bc92_03288	bc92_03288	bc92_03288	1	RloC__RloC
barcode93_CAS_Class1-Subtype-I-F_13	CasFinder	CAS_Class1-Subtype-I-F	bc93_00255	bc93_00260	bc93_00255,bc93_00256,bc93_00257,bc93_00258,bc93_00259,bc93_00260	6	cas6f_I_II_III_IV_V_VI_3,cas7f_I-F_2,cas5f_I-F_4,cas8f_I-F_8,cas3f_I-F_1,cas1_I-F_1
barcode93_SoFic_10	SoFIC	SoFic	bc93_00057	bc93_00057	bc93_00057	1	SoFic__SoFic
barcode93_CBASS_II_9	CBASS	CBASS_II	bc93_00133	bc93_00135	bc93_00133,bc93_00134,bc93_00135	3	CBASS__Sensing_SAVED,CBASS__Cyclase_II,CBASS__AG_E1_ThiF
barcode93_SoFic_11	SoFIC	SoFic	bc93_00230	bc93_00230	bc93_00230	1	SoFic__SoFic
barcode93_BREX_I_6	BREX	BREX_I	bc93_03634	bc93_03640	bc93_03634,bc93_03635,bc93_03638,bc93_03639,bc93_03640	5	BREX__brxL,BREX__pglZA,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819
barcode93_Wadjet_I_3	Wadjet	Wadjet_I	bc93_04086	bc93_04089	bc93_04086,bc93_04088,bc93_04089	3	Wadjet__JetC_I,Wadjet__JetB_I,Wadjet__JetA_I
barcode93_Lamassu-Cap4_nuclease_1	Lamassu-Fam	Lamassu-Cap4_nuclease	bc93_02450	bc93_02451	bc93_02450,bc93_02451	2	Lamassu-Fam__LmuB_SMC_Cap4_nuclease,Lamassu-Fam__LmuA_effector_Cap4_nuclease
